GSM1314222_HOSE2008	GSM1314223_HOSE2061	GSM1314224_HOSE2064	GSM1314225_HOSE2085	GSM1314226_HOSE2230	GSM1314227_HOSE2237	GSM1314228_317T	GSM1314229_324CT	GSM1314230_377T	GSM1314231_380T	GSM1314232_388T	GSM1314233_389T	GSM1314234_412T	GSM1314235_431T	GSM1314236_486T	GSM1314237_645T	GSM1314238_660T	GSM1314239_692T	GSM1314240_702T	GSM1314241_765T	GSM1314242_778T	GSM1314243_872T
223687_s_at	3.36801147807981	3.4460105788102	4.56663301315636	4.0004217214862	3.19593128659277	3.16217558777231	5.60403602730279	6.59240931923435	5.48882750712912	6.43587440438244	4.42892331606565	3.35508609654939	4.04116300680134	3.42002237401708	4.97562084749086	5.63969072622366	3.16300357274512	3.6549786764371	3.47452163994723	4.13946141623907	7.47476990628366	5.54266680890003
223700_at	2.11370670229284	1.3815682197857	1.1679572234014	1.51098343722306	0.797542929004321	1.88655829602421	2.12742644411237	2.55014449566171	3.62797065928192	2.12260386778137	3.14172167302408	1.92111546490479	3.51043615170452	3.33397108097579	4.0607667288315	4.2386147682541	3.25216202421434	3.80579577130355	3.20662853882761	2.65551620431204	5.19537331642548	2.07833314120661
223734_at	8.0086909397014	8.46249062219251	6.4025549963632	7.37843609557414	9.37400615410735	8.28353120547984	2.58772201536623	2.89569899773467	3.0989914550996	3.01360748416185	3.08439502669349	2.69566192000017	3.3654763783689	4.37505373711213	2.83637324903246	2.54682213476186	2.58933316107488	3.7677906772588	2.90899631294428	3.58401871412611	2.71220361305705	3.10638568624894
223748_at	1.68911195473621	1.9634705227314	3.66368339759034	1.9150174512194	2.29389143225244	1.99116163981918	5.73883545567826	5.12981045835762	2.32782529150712	7.38893729378556	3.60374873901516	6.7172360767472	6.66430287206666	3.98128102603313	6.25844355023189	6.08866582954786	2.82365590967035	6.05720186232573	6.63658067627843	4.74851879095742	5.56096975901429	5.59220868606983
223754_at	4.28398619979681	4.30984420914818	4.9836267265312	4.78614756504343	3.50302905565985	3.27150374819468	5.88534897955064	5.27655304655786	4.8250831176308	4.27200424211671	5.8326794133535	5.77257154229999	3.79384269522036	3.69025774585689	6.13344848467926	5.31948659198984	8.00291991570382	3.67688213000612	5.74984864462201	3.94786054921813	3.62702457516883	7.21177601484547
223784_at	1.8830356276115	2.62039367739911	2.62264219808867	2.65557871728127	2.56423424656532	3.05794703392528	2.35169865203112	2.74257139595636	2.45989558991664	1.88556509726506	2.30478245640559	2.60101253157107	2.13969722874893	2.82008555386601	2.78441136210133	4.34917895576254	5.07146017880452	4.73564167510735	2.48104341309169	2.12918506806339	6.77669004361827	2.56175140033568
223800_s_at	2.4323274103056	2.54615635715649	3.1512227730059	2.65385899495352	2.51220676089311	3.17466111156573	6.26041595751482	6.19634284619628	6.18586894304348	7.97552661297097	6.11415299593632	5.20598275718992	8.31034181966948	5.85071266031476	6.60250871039677	8.0900702634506	7.11680506598687	9.88187372164786	7.35552150184566	6.38140149930623	3.85124743670927	6.61987336976332
223823_at	2.04452829523793	5.23356202852768	3.44140493718706	2.24989372192375	2.46973529194754	3.65532810444286	2.07963773649538	1.7907694137937	1.49403251925551	2.22371270670864	2.64197644165356	1.23908932927736	3.36276468326108	5.99451440091565	6.04144316863314	4.93955746092203	1.10394749332271	4.23466182823503	1.83889932976083	1.51663334299936	1.13065956736259	1.43291818468645
223839_s_at	3.6225786073739	3.15997800108384	3.06908717987837	2.12080725348186	3.32408927962445	3.45236351281169	5.37007928546091	4.92320242926897	4.43362359134842	5.81565978923436	5.21999837713935	4.46204909916147	3.76849611003453	5.13278402637224	5.94477757587162	6.51594435437899	5.43139138230189	3.89040157003101	3.40597944409226	3.96980175930237	4.87332190770752	2.64226557395318
223842_s_at	3.27386037455774	2.93964298996815	3.36866124158991	2.68568312953674	4.41588657626534	4.15038266110005	4.15725632208886	4.61200735176796	2.89332125072713	4.08856115152187	4.26391600633662	5.50416792666053	3.80136352869787	4.16114265694114	4.30564473156131	3.21523767801907	8.07888995427119	4.9616772223049	4.18089403836941	4.20751185504223	2.9822865523892	5.03932885597214
223843_at	1.34382344724908	1.73259233846675	3.2425676501554	2.16157665759664	4.52289553952588	3.43193189767893	5.075052885432	6.21889023266787	1.87163894107809	5.41790179914304	5.66803064666219	7.47948633854966	4.74379495484248	5.57532714117855	5.57568633696441	3.2498201981893	9.11804009064081	5.98847787291391	5.4469436127482	5.07449850263234	1.83275479222568	5.90020333972766
223854_at	1.40572891402406	4.05214681217082	2.3227402232754	2.47961184211883	3.66337625892281	5.07498706573617	1.80967453862602	1.04998717478074	5.94388553622324	1.03641749731923	3.80314307012354	2.224488140353	5.80954961169949	4.39092085797902	1.33473589002586	6.06486564298805	0.855451404340283	1.47500907020897	3.57933932176968	3.9882349600162	4.57569712601855	3.16287463049883
223883_s_at	7.12106678842482	6.89818956095217	6.72138666818468	7.63294101802456	8.32233623192829	9.62430905570507	3.68420324635666	5.55567394835768	4.57668975630305	3.97528476177854	4.18706975269567	4.31243794186215	4.59945509916212	4.48654675857047	2.89353390973952	3.22956032466456	2.43672511782405	4.04670267372632	5.7950840035742	3.47114636545073	3.51885728830769	4.88733904100965
223923_at	6.37720733753764	5.88448674883763	5.78772761694573	6.69579683019218	7.71282931946286	6.64653554149548	4.20805117820979	4.23597237067634	4.12156783091738	4.27777103665416	4.09538707535779	4.28469668087383	4.14685752504051	4.10432225402058	4.20090666946196	4.1063120595715	4.00959437521517	3.86041284596371	4.22973691515221	4.33843689572785	3.92839064302849	4.20901900118285
223940_x_at	8.1072198259343	7.71434290607604	7.87612822904933	8.52543372471359	10.6133786875739	10.1007414096646	5.53522432387973	6.77798653322596	5.09317162969039	6.78976692385832	4.29285884413009	8.53412572715138	8.24899202907481	8.85033537384173	5.61268871737762	6.59215429539371	5.03999002041903	5.83961807226131	7.56171785645775	7.28935721756245	3.8206326263182	7.68489503398013
223949_at	4.74688286826618	5.35684619292658	5.05845854781636	4.42242613114919	5.5300170415735	6.09879128925492	6.68438807534994	8.1086559740327	4.36911245260804	6.14003520461442	6.90740504699326	6.80448305580651	6.28072007506777	7.46391855734589	8.52034232170535	8.0426553662021	7.00061029842022	8.50007048506063	6.98378335615686	6.20670490577	3.70930976263727	7.77256242321917
224027_at	1.63942890989758	1.60737943334237	1.73046183401974	1.5585745270521	1.67494842457045	1.96166328042634	1.81721848272499	4.97657292823081	1.87618875908555	2.71769724176883	1.75576054891599	2.54134161269531	2.98933342921894	3.88469246239951	2.06768744721473	2.26804690568105	3.6688188155955	5.81323626054127	1.99782601127357	2.36254871994172	1.44310441603193	3.34233639926554
224209_s_at	2.73908316947199	3.03837090777186	4.71006218057354	2.84195395509524	2.32127656268758	1.97826557855175	2.79673929362145	3.65927549388418	4.37580190279969	4.08608733361714	2.99845212842326	4.91081339837242	3.54348068972023	2.13741609428698	2.39731143849311	2.24809837016844	2.65633547247752	5.82112295352413	4.197993446658	5.36057158853311	5.25243100958197	4.73922787886469
224325_at	2.9014862769934	3.90512976344137	2.08584849436508	5.54264348684765	3.66292152533305	2.76882546750323	3.16804595028942	3.86982845510091	2.03939259857316	1.77188024852686	2.08727870867556	1.76269933087112	2.02874139792762	3.71824301250617	1.48706888622909	4.94956029885403	1.67201669086903	4.19322683300996	3.26784910529555	1.77794939154682	3.44812727789691	3.08915069265478
224341_x_at	5.92636792817736	2.6046391158693	2.03314558614981	1.91219415630854	2.85096195105717	3.21715277920849	2.16124931379141	0.892200654213863	1.42212494072639	2.12740717037861	3.41352369839958	1.89543481908042	1.76913401966396	1.42989234087699	1.75182502217755	2.00364297390152	3.1951039214533	2.67021565108729	1.88617822480837	1.29039654904561	4.06869522436369	1.36535214971843
224356_x_at	8.72012168644006	5.77607029997825	5.42866635908308	4.70069530918916	7.21540992480352	5.7872509520324	5.20892156271294	4.0562226796083	4.5605871947802	5.09249020647483	5.91434658804279	5.0573479430801	4.79984931774436	3.77498844163491	5.09902772147448	5.28538801328317	6.71824340547992	4.57521622711342	5.01414051673288	4.57521622711342	7.21998328640303	4.11884921213668
224397_s_at	2.62104902915791	2.96591891299549	3.06000254240052	2.39862269395437	2.18353665697253	2.48716872744436	4.50992991259997	5.12088701366288	4.38629730833691	5.98874682121518	4.07201434455806	5.43184496987888	5.31226248020534	6.8648355782209	7.2054287715053	6.74349161319125	2.8516888292939	4.75273966010069	4.13205164668408	4.31966105576779	2.20963097276126	4.63454082260169
224428_s_at	3.7455008436259	3.14048837902985	4.38894793821961	2.99062588469418	2.59166810988398	2.16793171490701	5.6760643791833	4.45135574114865	5.25949148467292	5.29265121030256	6.05446878461614	6.79756599312103	6.64178418474905	7.12071399448628	7.43931842343198	5.47202061713478	6.97614522434353	5.10822193275667	5.75926296601476	6.10616545236519	7.94631218666389	5.90405840161717
224444_s_at	3.76004615414279	3.06352201780285	3.50590545026551	3.1077608135198	4.26253910287683	3.39894985877205	4.52617158891931	6.24949899918617	4.9077450717751	4.18944779311741	3.62608259280132	3.63012125132435	3.59746792650219	4.35976797292868	6.09158158167242	4.50598525798955	5.62859536028784	8.38859377099055	4.672735693029	3.30482682595752	4.57571062215571	4.9963784563455
224458_at	3.88865867729134	5.07857585383139	4.34787041261756	4.61942515096983	5.29811055913724	6.28521739676772	4.29740666259154	4.00970498818084	3.50149519710673	3.96234548318913	3.08976596688722	4.83917835583553	3.57454370751324	6.8266308383347	2.59779099022797	3.85690187855873	4.04869615985397	5.97917257262802	5.49493535399448	3.12505319357299	3.0888126689004	5.32190394900554
224480_s_at	2.51032726617234	4.51161164195921	3.56587137834832	2.93387459611837	3.12262685188494	4.63445941201882	2.54328481090151	1.88129753260766	1.74930693630173	1.53370436047975	1.9089510290181	1.95914104862016	1.61973997700702	2.08286438285494	1.79669279372145	1.88847495714876	3.14783712423452	2.60803540508972	3.88506256260598	1.65004094799158	6.1804515023013	1.43317566187925
224512_s_at	4.69613047440775	5.10764613508639	4.87120873286791	4.75834822522468	6.40435341854211	6.73243538427887	6.49492764556193	6.66899469158642	7.88667695433946	7.36522098033367	6.4496437633157	6.07415164106206	6.42368496759509	7.23092805322349	7.41119711064268	8.81250744362783	9.13962027579006	8.30354384744857	6.46155009713797	7.39244618214937	7.02713943398708	6.05024823827183
224516_s_at	5.71969207382062	5.47027964049476	4.89947756491084	4.45178441455454	5.73345133451118	5.885798754343	7.82862078995819	8.6871780457094	8.83073951922202	9.03873990453109	7.89221571123127	8.83445966376687	9.81044543301568	9.571189830143	9.0877136995018	10.4564648314158	9.06440095617776	10.5358535381172	9.10168858571584	8.50246862328674	7.81687446891663	8.2321564534919
224558_s_at	7.38236911763837	7.09353659174918	8.27382261283907	8.35616430471328	9.70916311065451	8.25758724934254	6.30012403721805	7.76396957758507	5.69766138118655	9.1687383800742	5.14729934556776	7.42232871291477	7.8133758241791	8.90139799136602	6.79146471394934	7.08604391067663	6.52424350095229	8.22295933529077	6.63759921576209	6.34764821724562	6.42869165763169	6.13628907709721
224560_at	6.31608669506274	7.88171447611199	6.22788628520378	6.62867253990463	8.54619408218268	9.08007417564143	4.20731408675878	5.38182451957972	4.76796986234296	5.67607164854446	5.48633740533983	6.64000393054945	6.42537957107609	7.2582578035243	7.19101866233345	6.65615973103384	6.85367693294558	6.06512032002149	3.63699721518559	6.15855093273384	6.86994525654761	4.4264292892239
224566_at	7.80905253611106	5.6737713688235	6.71573421180141	7.03398103716814	7.91126565415713	8.32945731594899	6.20670655128169	5.78498412039582	4.5880508338934	9.18990500013251	5.39131247803171	9.69743633748453	8.28013875957664	8.79290221729313	8.37959965996964	7.25933432790857	6.28731187486014	9.5595801730561	7.3806082605122	5.58694430078023	5.75486829804373	6.69826277215924
224567_x_at	8.63871602186225	8.39005766778521	8.47348675956081	8.81146617357152	10.7242925317737	10.432195913655	8.17906762532534	9.02977987716431	7.78674358750976	9.13318803342693	6.09615537893879	9.32465842084316	9.30878388452719	10.1856769854139	8.18748442466908	8.56563876487959	6.87400595137318	7.81817618374226	8.61684500879621	7.99460011331783	5.91799767147256	8.53086532485741
224568_x_at	6.66963791822808	6.14715464811633	6.67653291362127	7.32575285742308	9.4252961862902	8.6562234092037	3.79324232069837	5.02642148383046	3.99924677723948	5.13681563238357	2.76776828089361	6.86575832704914	6.5455833448336	7.85579092289697	4.09838004166824	5.13384547496498	3.86893684429318	4.16644702676993	6.04561686377409	5.68588344118509	3.12163694049202	5.99527037286435
224579_at	6.44165953961799	6.89413354225299	6.88184202835319	7.23405640043683	8.72759954162645	8.48290746697503	8.78630837001947	8.93866337109225	8.4424938563418	9.04915309211826	8.38181366736182	8.27016378300968	9.82172119330169	10.5366656585081	10.1190711901081	10.839887157646	8.78744382196702	8.40568050201412	9.88885082435577	10.0987148982074	8.55499071289017	8.89496805657343
224583_at	6.04400833489068	4.29332469158915	4.15756670345741	3.2992756926516	5.83834094223535	4.85940433833249	4.98347573719443	4.16881802364887	3.09332916071134	3.43753094583931	4.68986566312385	4.14047884434395	3.56906392992419	5.46991475456297	5.12424433581453	4.93955746092203	5.69091614112341	4.94482475988147	2.58236584774603	3.77107049637326	6.82274514151126	2.32989603191729
224588_at	8.91196232367187	8.52078117803183	8.6088162057395	8.83169928148111	10.8511337667041	10.7157254882998	9.66835643902076	5.17661785507608	8.636708116534	5.95991866925852	8.56627047168574	9.85075974624706	7.08219223175507	11.0482761531786	6.16328791295676	6.33701857191996	8.32794333707199	9.48397563562677	8.55013666554941	4.72854578089978	8.59664439813715	4.81694239921839
224589_at	4.55705986739241	4.46182137924275	5.1926925025464	5.40762726668331	6.40675364358151	5.60856235418311	4.66521473858722	1.86430599717856	5.14738204746293	1.83859927305786	5.23278251122069	6.13190157909725	2.30700373251075	7.57615943210206	1.71003162764596	2.30421921077744	2.71087124518473	6.62595901681438	4.516710404789	1.53804678132825	5.71353584295225	1.90185480263872
224590_at	6.74036167610814	5.72933561769111	6.6786987467896	6.85902705055739	8.1716785368429	7.66096776272971	5.84535698770484	2.406162485539	4.9720816731617	2.60007759443274	5.59576362095474	6.820253575111	3.63957451551856	7.66273173489594	2.44281336230201	2.19744168832663	4.34027057867491	5.56990005173761	5.33881822620194	2.24596574932682	5.04550184070055	1.95134717218454
224623_at	6.61974793532718	6.51829969845618	6.03648619273233	6.07042786512473	6.63341248198589	8.03450731458611	7.70182170171278	7.19959868407328	7.65940363666715	8.06904985690924	7.86041103670307	8.43668846823859	9.89119468560915	8.05633398105499	8.70708996800701	9.00840209366481	7.91922154129116	9.53330357195705	9.02861887487746	8.60278593982911	6.95885446778896	9.93372337736304
224646_x_at	6.72739880950196	6.20028699661859	7.45316636562739	7.51064845287576	7.08568987332797	6.62924596893049	10.4541938519859	10.9136322184404	8.82067272449388	11.6001566338379	7.76175948152119	4.50755732783231	6.40014935497689	3.46606206759496	10.5348696758872	10.3019156498011	4.03190951306831	11.5726752310214	11.9036182504171	3.586195808227	4.28171949004139	10.2282214518295
224650_at	6.17324151175296	6.87403729869511	6.96698781772272	6.70429081268763	8.45856630977663	8.28942680887118	9.32986759489567	9.73915053706181	8.29602433192844	9.98523172077189	8.99324434624481	10.6930938280124	9.97237262990748	9.92577682567535	9.52452684423116	10.0532236893507	10.4111087885217	9.15234926887003	9.96472104275793	9.32892708172075	10.1553748753969	8.70422695631711
224694_at	7.49956931703007	8.48671976005925	7.35083424204969	7.91950447740967	9.75482076776071	10.023051448144	6.60548234259893	6.63059203216964	7.35409183383962	5.24000811860337	6.91969322804453	8.94489305234725	8.05310300383032	9.13395248497582	7.36213383581602	7.8119575124258	6.96878708344885	7.49025796885207	5.82894387535842	7.5897336405849	7.94297614225622	4.71354472331771
224699_s_at	4.87789092459853	4.97328692290604	4.77162461478769	4.79134025787084	6.26879885566722	5.75789311228704	6.2213831779025	7.30605419132301	5.51363699463101	7.16689928064097	5.4336835195822	7.23551783122406	7.04700182882111	7.55167714384504	8.85050135029516	7.0636575379132	7.54585554684647	7.91917023972119	6.13441839265408	5.33525328591977	7.79001980804109	5.81022937996447
224707_at	7.86695538074957	8.42155630990004	7.12953606885221	8.02636467872025	9.06545517322023	9.20671296692494	6.24706989080945	5.3970228096263	6.03775839103139	6.53258865286592	5.30998414739095	6.1633420615004	6.13746097709079	7.21768431985658	6.54823443688946	6.91418874718624	8.1674392530534	9.86684509480015	6.22348998532129	5.86701569027762	7.00329470655204	5.97600427241342
224724_at	7.32149899571457	7.17935409441837	7.01870670128432	6.80369289966256	9.26514073988945	8.20834381057814	5.41790691340633	5.10048816630978	5.73010820948382	5.16576753311808	6.02992748678874	6.51213588547092	4.86562886534263	7.85509545572404	6.9676630284263	4.99405124203285	6.11191379247701	7.3269318152321	5.02495752308548	4.87116040429434	8.59596648291517	5.59175975615019
224795_x_at	8.16627389561889	10.0253813500559	7.70461435574015	7.62844516273719	6.71265024540364	6.6475506888632	10.6531285896881	7.39217945123278	7.95042536544692	10.8475665872413	9.2022057938319	10.6380325524553	8.05473398318176	8.02531736727641	9.43157653276009	11.0212367953927	8.18762390977656	6.7348938175764	10.5914195535692	7.42706859119213	10.2833561349738	7.62602587055229
224823_at	7.30150973589993	7.74142670176365	6.89524538349578	8.09879060157901	9.97255061551509	8.75462656846005	6.72948932559858	7.36111823133661	5.28560981862953	6.22297970748433	8.49762739975332	8.86959917670497	9.15938574007804	9.58890303316368	8.08994033358541	7.60977423092908	9.53594612365371	7.73288396753772	5.74659099295515	8.24543998224254	7.77737916465454	6.80882416678304
224839_s_at	4.57195676759982	4.14486657030928	4.70980630818364	4.42412623628128	4.2373446194213	4.51345415757338	6.2331520080862	5.76068461725498	5.61391110145533	6.27208119232651	5.76920409971515	5.9005464955184	7.11732514072829	6.46155009713797	7.53983021565185	6.83842648864611	5.63155533866065	8.23292156361982	6.59647383552772	5.82047424675964	6.49094712600382	6.94783322666428
224847_at	4.4654497731214	4.90578690326361	4.35293268851105	4.81485062500176	6.91264502845547	5.65805725780108	5.38630932686169	4.86788796117233	4.25887626259024	4.50411840018902	4.34960045803364	5.65070891757756	3.90768885092246	7.66255914710804	7.60322960929769	3.3536464448995	4.71557421411224	2.66369620087398	3.14697663597938	5.33446680389379	6.41017081879106	4.4804771902685
224851_at	4.33854045131733	4.50134431304729	4.45839036989477	4.44259465106422	6.98052840989328	6.14628832382658	5.79110720107001	4.4800000534601	3.68650335270732	3.65607190250588	3.7012909676441	5.39417945335307	3.05839783673567	8.33656973325307	7.87861381846268	2.13302245230912	3.57262526923918	1.35628837773256	2.59394110642679	5.54778982898933	5.14971993480708	3.97142625257728
224901_at	7.43427395960581	8.2902900833414	6.93681562268121	7.04498519901134	7.62591934645069	9.19991946724942	8.23397376287143	6.99833064782122	6.82780801073046	3.81826914288001	6.62259000705469	6.26828808522496	5.92587871261895	7.8642394434902	6.69824019819047	7.736378134855	6.36267795271547	4.94858735674912	5.16042292005524	4.67436732326263	5.88060950587061	5.43932896467454
224918_x_at	5.02683839278709	5.34222796891836	6.8540460984462	5.50652983811068	8.95757055120388	6.64995565568784	6.47615395691133	8.93246296756715	3.66311189292718	5.55288539691508	4.57985814189359	8.114355754623	2.99087319485767	7.01744589600348	6.10533392177567	5.82956025671592	6.37627153107908	6.19834192629334	5.99555193673297	6.9358004865359	9.12786619547682	7.2297764666553
224940_s_at	3.8941955380525	3.12643887178876	3.86684100580721	3.90524391866108	8.12632642471147	4.14964488985857	2.35729494716031	2.82141817861715	2.90958659202758	2.62219002357952	2.7834894118141	3.50047950854421	3.3423695782726	3.0052114568619	3.10207368908409	2.33114876145323	2.88055079979581	2.10738997776276	3.29022881080739	2.54644426841776	2.45461405754904	2.26111959806307
224959_at	6.07841980810866	6.07757902717325	5.48057257929466	5.96613539702652	6.78100943079917	6.73535703116505	7.13436719660287	8.20662869975711	6.34970640901721	7.09831895660615	7.17155775854033	8.12155046452457	7.24635291226324	8.41596011700072	7.1345818801575	7.24966006784527	7.80096900114047	11.1259590703202	5.92379844231665	6.80284447999134	8.18105614241365	8.97744286596174
224964_s_at	7.53450273412546	6.17774084865153	5.31707378279991	4.52340150690678	5.11761095305231	7.70313838406568	4.55279377598806	2.80845709715035	2.03406305126471	2.98792717030367	3.98876794146053	3.97005249595882	3.58951172509877	3.81442335921014	3.55388092669467	4.38998916241193	5.11834905610212	4.00224249034555	3.91107470351187	2.31154426274224	5.3757087225354	2.58775538901323
224972_at	5.36034352566304	6.0053762815815	5.39774965208992	5.50275256800451	6.11389605612386	6.67435698259596	6.51190867240134	6.54800090249489	7.85271787956527	7.76738145016097	6.36911603147248	6.01952082857575	6.42499025443997	7.95906149743547	7.85150753958234	9.63199425190062	8.64278970857421	8.91201444733829	6.20271300904354	6.49036927053064	7.55240501547667	5.78417896643853
224995_at	5.57849221941046	5.31113751267241	4.87799649414804	5.24785300535241	6.59518894689145	6.58347274010287	4.88578833229476	5.88840836964786	5.27473164060515	5.44539760075651	5.20751468029231	5.63416416970997	7.42206913191683	6.93634998322357	3.35445031311175	6.64568569261277	4.68445395908988	6.49943814104439	4.94841619935451	3.227120052994	7.78003217757774	4.61371981058302
224997_x_at	4.85186405449994	3.28676039871714	5.02932046390442	4.82498890626371	5.47726761336127	4.79691101746847	7.02941492954248	8.89608934101443	6.11337132029754	8.57446312443686	6.04509135884213	3.54882339366706	4.16874205007278	1.68973107799741	6.84446135513186	6.61301251006254	2.44907998127771	8.74962063861796	9.19684121507427	2.64774503414759	2.62903433964515	7.5970841337404
225010_at	7.32912476167374	7.42272532540204	6.75773243226002	7.26570570024713	8.94935790663858	8.99525193426091	8.9736650142289	8.40594542093767	7.43935346963066	10.1979040241477	8.49939201587496	8.89541439186447	10.7665879487267	10.1445256502163	9.35146516449137	10.0410758037845	9.70275589614945	9.90094948373944	9.75925725718584	8.62242452710625	7.78423470304169	11.3875398772456
225046_at	3.72643863519625	5.62529231493671	3.91942471193889	2.60402846267045	5.8381232498284	5.55353592816449	4.44480367445557	5.157853446841	3.47816600157142	3.0614500628051	5.400178012322	6.02978874178905	7.6235562979335	6.87749703867672	6.43279451531888	7.45443797985463	3.66915577717711	5.27029186214972	4.74723296157978	5.85416212032992	6.15380379833946	7.25814094672993
225056_at	4.69684079924411	4.76727065862274	5.00323937911463	5.64580787137361	6.89718503366643	6.43512753753466	2.57034537662992	5.34916845237766	4.17893087893988	4.51654389601554	5.45172108574243	4.17608116674766	4.44603485934182	6.38669679304682	3.55445873617493	4.91081616799472	3.71725898178542	5.11491753698541	4.10396545021206	3.05533418140846	4.85830287798792	2.90822719408671
225060_at	6.62728394538169	7.04288486582005	5.96774851920075	6.86113253225309	8.7555491897412	7.89683785593696	5.745762923653	6.53472486183338	4.60648893267433	4.94625486904887	4.79047737190197	7.08245870601286	7.7370202152644	6.27509351214223	7.52105191814322	7.12916959046631	6.2031492865309	6.28380183347061	5.64376563573102	4.80999501551467	7.98590731165567	4.52615475813048
225062_at	2.26762365699247	4.20193674211864	3.21781969096252	2.31979783665651	4.517927124161	4.13855999229729	3.14258957109394	3.65802855677834	2.49572654860769	2.77371176261553	4.42569214702306	4.06086857080906	6.09347713381196	5.6655169200659	5.17953978981591	5.87839557048237	2.38620194112764	4.36600631019731	4.05782396014804	4.51969237146836	4.6527527067567	5.41643592422837
225105_at	3.5698382324648	4.35528515447071	6.08077138817776	4.59606218619461	6.4633318219423	5.30805865087974	5.97701585373002	6.41986005387434	7.14620626981494	5.55124714743511	5.13205742996918	4.63877572835046	6.78728672133359	6.13768142392865	7.03188339808861	6.55687690373564	6.94961023646228	6.65612491040829	5.64298825772331	7.04691424709479	8.59397717652498	5.67426015889105
225123_at	6.95849241764983	7.22955495908331	6.63409967579303	6.30615792022436	7.76680211364708	8.27229790868702	6.85765272176121	5.97130494870119	6.22693844741753	4.12500117542752	6.07662394551698	4.23459975562361	5.60793291403514	9.26588916349043	3.94051771724485	6.75579956462307	5.88704462579354	6.44985816912701	4.98483276325381	6.16462633272554	4.79988452921031	4.91940811662793
225150_s_at	2.59801579677545	3.07786787923081	3.13948641033885	2.80516531520381	3.72861458901878	4.24370659267787	4.91692748775927	4.56961949676606	4.24482561932517	4.50280900784975	5.21129698645826	5.09309933912452	4.49451811381835	5.7852368953146	5.09235542207605	7.34711943806032	6.395742427276	5.81517831403848	5.18296303036275	5.20008871530694	5.12388852849712	4.45517041825809
225165_at	3.22851206296991	3.26429539581161	4.45723372316457	3.70814817336455	3.86490384359615	5.02472540322617	4.64460483861861	3.90512976344137	3.79033914685004	4.00998056077308	3.86490384359615	3.71072903356739	3.32207805864229	4.40399174370383	5.27052425616395	6.54256000007686	7.56944286824681	7.57228969825806	4.67657912577766	3.93606162137958	3.625035360954	5.0326798453309
225166_at	5.32687800128561	5.28521485596717	3.87936548452854	5.27620944414089	5.99354665946747	6.39516466393578	2.17387676812484	2.56315018378907	1.59112358597449	1.8320388340406	2.20846858548543	2.18245577809045	1.6779654825843	1.80171214330264	2.73269451056025	1.50369827187177	2.12431565081094	1.76913401966396	2.05785102365854	1.14427453762618	3.38090561572992	1.04806754706114
225171_at	8.07488567957059	8.41971111809094	7.39656589556641	8.25155320801524	10.0030397994469	10.1320148121145	5.78610894786123	6.0054170875942	3.9362613937609	5.61129157836072	5.92648014829359	6.10156291092952	5.65534227148672	6.35127715851795	7.21075129981421	6.01331969864209	6.58570878690281	5.09004481896556	5.30996682471467	4.05897042386282	7.20268638706793	3.49462638469656
225173_at	7.39659715902605	7.44749488625261	6.55886279482273	7.62771582528288	9.44512949539398	9.72278127843419	4.73810354175481	5.27208114866521	3.43412394752652	4.74298999878585	5.03646983965062	5.26715430773883	4.08018252131072	4.77449131637858	6.06477401825845	4.31946740634697	4.7372714260097	3.67434698370384	4.34853608168375	3.20990511836127	5.20587358932651	3.67732378464175
225189_s_at	3.84562236073959	3.2312485980011	3.53753897387736	3.57052095922133	6.43897718631002	4.97709548936652	2.12504130366117	3.39126475514789	2.15010422979624	2.57866368731361	3.56130236800434	4.68369685365202	2.69842991683747	5.00022312317499	1.92596874785877	3.66004112477288	3.25016709235069	4.29736335537644	3.83616580373844	3.14831841123826	5.38732671876585	2.50094964993394
225191_at	6.57821677021689	6.62889047026919	6.53873898994647	6.72043844845364	7.40032191539201	7.93577271481653	4.8428518900226	5.04882138055371	5.56213395985205	4.47152880626192	5.72397012012537	5.47288221993549	5.15585918763866	4.83749082439549	3.98649813376189	4.55267597147003	3.16287463049883	4.33943849117827	5.1649264345143	5.28486946496498	4.66633102364398	5.87732659722274
225202_at	5.96472688270004	7.42507634635627	6.78360389426654	6.00420178999702	7.4284323295107	8.79044919557181	3.43861283479449	4.54856541398782	6.99089374670755	3.50654629526691	4.87754411145593	5.90744400762146	5.16105483198212	8.39580859698377	6.4885231405642	4.41179939431482	4.45994171720106	8.00919267343453	4.66896145518477	7.1516919593254	6.94404829340077	2.76733541177259
225207_at	8.21654701067292	6.84868414984123	6.21417104748067	6.25026654504508	7.53080268696577	8.21924255200851	4.3644861544198	4.76717627821897	4.22422549396854	4.11564187112934	3.78772790423165	1.84153441445704	6.0008368677793	6.21931596638689	6.4903321444204	4.65090024633938	7.23123168144671	6.23082538543827	6.77383536807434	7.5054999917467	5.66498184136523	6.20050568822487
225227_at	5.44443998333004	5.61528398214912	5.18793749923601	7.09631183461069	7.09921301254451	6.09091548124857	6.47928964156761	8.40866598347178	7.82996759539472	8.50411844376399	8.62301373311734	7.79529550389482	8.31073289161856	8.35088814783922	9.61283898301308	9.66456603584103	8.25321101472958	8.028450397897	8.08652234988703	8.0425087282598	7.25033374481841	7.89622024918333
